Name,Achilles tendon stress,Ankle plantar/dorsiflexion angle,Ankle in/eversion angle,Ankle plantar/dorsiflexion moment,Ankle in/eversion moment,Ankle power,A/P GRF,M/L GRF,Vertical GRF,Knee flex/extension angle,Knee in/external rotation angle,A/P pelvic lean,Ipsi/contralateral pelvic lean,EMG activation for tibialis anterior ,EMG activation for gastrocnemius,EMG activation for soleus
39,3.840954137,13.4564,3.67029,2.33439,-0.155625,-12.2156,0.242186,1.35548,16.203,30.8578,11.1009,13.8378,2.43185,0.950687853,0.996923164,0.993507302
40,3.366979714,17.3253,2.87481,3.28693,0.0778936,24.9811,-0.104699,-5.5248,18.3219,20.7657,13.7392,17.7584,-2.60654,0.766840852,0.937713787,0.934905435
41,4.41975575,14.1508,2.71208,2.98168,0.0778356,25.814,-0.160078,-5.56727,16.3432,18.528,12.1884,17.6473,-3.16264,0.778827628,0.930996591,0.925659564
42,7.909754888,10.6301,2.53718,2.62864,0.0750087,24.9815,-0.199198,-5.43526,14.1628,16.2752,10.6246,17.507,-3.71583,0.790743308,0.92148432,0.912702897
43,2.218084418,24.823,0.963319,2.00755,0.154167,15.3463,0.442787,-4.12532,12.2196,31.4794,-2.32624,13.1397,-0.47913,0.861210022,0.613796583,0.934884319
44,2.374720076,22.2491,0.613479,1.85028,0.142281,15.7612,0.382954,-4.10087,11.1727,30.4686,-2.98721,12.844,-0.84805,0.859250494,0.598803003,0.925215332
45,2.614409258,19.3868,0.250166,1.66359,0.127353,15.3516,0.330047,-3.90708,10.0636,29.5096,-3.6577,12.5483,-1.18872,0.857328962,0.583435977,0.915530762
46,3.025005088,16.2881,-0.112886,1.447,0.109674,14.0737,0.28167,-3.55758,8.90022,28.6011,-4.32154,12.2546,-1.49702,0.855364005,0.567561193,0.905959166
47,3.922912483,13.0225,-0.459415,1.20873,0.0913706,12.0691,0.231493,-3.1193,7.65068,27.7431,-4.95982,11.9652,-1.76968,0.853426189,0.551221238,0.896068127
48,7.428863925,9.67679,-0.772255,0.963748,0.0689027,9.63702,0.183139,-2.63396,6.30873,26.9385,-5.55315,11.6821,-2.00433,0.851048701,0.534507836,0.885596637
49,2.048302415,30.7268,3.83548,2.77693,0.399853,19.6318,0.696997,-6.38506,16.0478,32.0515,12.5088,30.2622,3.46442,0.483268397,0.877109347,0.893974029
50,2.158517716,27.9384,3.81449,2.60383,0.376004,21.7777,0.570199,-6.40186,14.7011,30.1925,11.7043,29.9352,2.92681,0.466726082,0.861435321,0.881012454
51,2.329190373,24.5903,3.7687,2.38196,0.338265,22.9358,0.465874,-6.26604,13.1311,28.2385,10.7418,29.5667,2.37993,0.456577017,0.84220194,0.860370999
52,2.629254422,20.6958,3.68971,2.11186,0.289905,22.8329,0.378065,-5.9271,11.3806,26.201,9.62749,29.1599,1.82421,0.450276047,0.820895842,0.837804041
53,3.264016546,16.3131,3.57032,1.79124,0.235907,21.1996,0.292248,-5.32123,9.49661,24.1001,8.37871,28.7186,1.26071,0.445154981,0.798503356,0.813738416
54,5.412315199,11.5522,3.40654,1.42568,0.169802,17.953,0.167319,-4.41574,7.54579,21.9646,7.02355,28.2475,0.69149,0.440573389,0.775081658,0.788806473
55,14.99859398,10.1633,7.39098,1.91838,0.401816,-11.0829,-1.00653,-1.76664,12.1099,33.9961,-4.2094,7.01886,-0.807579,0.770030362,0.982716446,0.971187623
56,10.08948174,12.7829,7.74487,2.44554,0.488289,-14.2569,-0.737627,-2.19422,15.1092,33.5405,-3.17264,6.94945,-0.786441,0.781377246,0.988999606,0.974586222
57,8.183726902,15.2844,8.04868,2.86275,0.587146,-15.7637,-0.851544,-1.52777,17.9772,33.2839,-2.19877,6.97812,-0.777816,0.792380029,0.994528982,0.978153635
58,8.42171309,15.6653,5.86949,3.08239,0.650762,18.5766,0.264613,-5.65393,18.6786,31.7597,-4.45247,8.74045,-4.02077,0.943324618,0.95689324,0.985767589
59,10.58755548,13.2218,5.41223,2.76724,0.566416,19.8127,0.26017,-5.52674,16.8677,30.4979,-5.75173,8.16393,-4.61473,0.945551151,0.95249211,0.977773806
60,17.32296032,10.4379,4.95552,2.42521,0.482117,20.1084,0.24954,-5.28921,14.8924,29.1313,-7.03122,7.54198,-5.21654,0.947086109,0.944599254,0.96834263
61,21.99815807,8.15788,0.401491,1.33766,-0.0746958,-10.8318,0.591198,1.81676,12.4587,42.2499,-7.84307,13.7034,9.23323,0.986875748,0.997638798,0.951362056
62,6.879419496,10.6346,0.558678,1.5989,-0.0881745,-12.3717,0.632309,1.8666,15.0584,43.612,-6.58731,13.646,9.35314,0.990781406,0.9998133,0.961720877
63,4.756631427,12.9529,0.698091,1.85737,-0.0986515,-13.5337,0.360187,1.48953,17.4818,44.8224,-5.42996,13.6412,9.42026,0.993674553,0.999996339,0.970179153
64,3.913407912,15.0891,0.817254,2.08947,-0.0993516,-14.1193,0.191303,1.36388,19.6424,45.8688,-4.37811,13.6869,9.42409,0.99612724,0.999458205,0.978129477
65,3.989371017,13.7287,-2.63593,1.76657,0.133612,19.8523,-0.520441,-4.33551,11.6796,26.2213,-0.261171,13.6186,-3.36605,0.843194342,0.88189599,0.909818335
66,8.309820656,9.84447,-3.09103,1.47897,0.120555,18.1153,-0.609999,-4.09663,9.64202,24.037,-0.939482,13.4045,-3.94495,0.82956749,0.868413346,0.896862676
67,5.043919672,24.3294,6.23247,2.55567,-0.0755056,12.9047,0.640904,-4.81547,13.7844,28.2302,6.7087,38.1425,3.20737,0.36977233,0.880202008,0.760009179
68,5.51874944,22.2396,6.00647,2.47119,-0.076595,15.1974,0.60998,-4.92009,13.0257,26.535,5.9411,38.063,2.72431,0.362985616,0.866645052,0.73630025
69,6.295072505,19.6935,5.71851,2.35935,-0.076514,17.3569,0.568784,-4.99579,12.1606,24.6507,4.90929,37.9266,2.20002,0.35607853,0.852840806,0.710698882
70,7.747847195,16.6734,5.36918,2.21956,-0.0820381,19.1487,0.521424,-5.02282,11.1644,22.5664,3.6195,37.7316,1.63264,0.3490749,0.838635402,0.684431074
71,11.2296343,13.184,4.96307,2.04465,-0.0883123,20.2116,0.457853,-4.96379,10.0433,20.2822,2.09562,37.4778,1.02311,0.342671302,0.823325438,0.657462246
72,29.91500223,9.2551,4.50949,1.83997,-0.0961709,20.3206,0.388586,-4.8259,8.82827,17.8113,0.379363,37.1668,0.375409,0.336388078,0.806191028,0.630594012
73,20.25210008,8.66409,5.17399,1.66234,-0.18562,-9.91052,0.407101,1.29348,12.6246,41.162,-0.0418824,21.8828,5.99341,0.96976457,0.997402905,0.997160041
74,9.680971342,11.1478,5.37852,2.21262,-0.219121,-13.353,-0.474046,-2.04505,13.501,41.3502,1.10133,22.1076,6.04144,0.95823227,0.999516131,0.998609758
75,7.404077277,13.629,5.57459,2.7576,-0.256528,-16.0575,-0.658773,-3.94558,15.5316,41.6067,2.2076,22.4334,6.06571,0.945921138,0.999975313,0.999605974
76,8.36813692,15.0297,4.11854,3.78741,-0.238201,31.0832,-1.14605,-8.72941,20.3656,37.8714,3.22596,21.9331,0.891242,0.762032978,0.914720491,0.945520374
77,12.32160722,12.1019,3.63623,3.50145,-0.224826,34.6536,-1.11951,-8.94201,18.6505,36.3098,1.62749,21.2464,0.167068,0.761788202,0.900545094,0.935260838
78,40.36144238,8.58479,3.12155,3.12259,-0.209143,36.2489,-1.03637,-8.8256,16.6317,34.5251,-0.227809,20.5618,-0.572851,0.764130265,0.885318021,0.924830309
79,14.53273032,7.51076,1.35666,0.220303,-0.0560078,-0.528858,1.50378,1.39571,3.93553,33.2408,-2.07034,20.2462,0.296066,0.987372156,0.999064963,0.990930057
80,4.614368309,8.76758,1.42662,0.466201,-0.107847,-1.58825,2.18825,2.49901,6.69363,32.998,-1.79496,20.0538,0.272477,0.974795437,0.999909155,0.992777638
81,4.39605728,10.2668,1.51011,0.890349,-0.202229,-3.6767,1.60717,0.967008,9.4843,32.9741,-1.31718,19.877,0.2294,0.954066856,0.999305369,0.994534778
82,4.731969462,11.9348,1.60286,1.4871,-0.305493,-6.40783,1.08583,-1.50834,13.2887,33.1698,-0.673567,19.7241,0.167322,0.931421093,0.995969591,0.996240237
83,4.981801791,14.1161,0.903574,2.28408,-0.147287,22.0924,-0.0848731,-5.27931,12.7299,19.92,-3.49806,17.2025,-2.16726,0.387081767,0.857779088,0.851437689
84,8.391586408,10.7045,0.612877,1.94664,-0.127357,21.1915,-0.0663229,-4.93228,10.7356,17.7434,-4.96787,16.8222,-2.42297,0.383638506,0.844676382,0.832690556
85,4.568936024,10.8221,-0.312135,1.36566,-0.319536,-9.73328,0.921265,1.87045,12.7832,31.2693,-5.5826,12.1029,3.3078,0.917487222,0.999409111,0.974887944
86,3.395043672,14.9653,-0.166166,2.1747,-0.451692,-13.7564,1.34918,1.73871,18.9511,31.8907,-3.8431,11.938,2.88107,0.932064382,0.998227334,0.987644243
87,3.342926834,18.7852,-1.11385,3.16565,-0.516968,15.4535,0.123143,-3.63259,23.6616,19.7678,-6.01019,13.7313,-0.838589,0.996538779,0.955519543,0.991043125
88,3.706933238,15.732,-1.47511,2.60491,-0.421466,15.584,-0.0204397,-4.17781,19.1195,17.4899,-7.35348,14.4975,-1.50565,0.999536226,0.937652476,0.983467165
89,4.841412724,11.99,-1.80924,1.9181,-0.309932,12.2993,-0.141991,-4.15939,13.4772,16.1925,-8.33901,15.3406,-2.12173,0.993360704,0.915953408,0.973217113
90,21.20870318,7.94174,-2.05604,1.18098,-0.192853,7.29551,-0.171351,-3.23536,7.47359,16.1905,-8.8486,16.2072,-2.65556,0.987419511,0.888801783,0.962051536
91,1.676123423,25.7551,1.61963,2.33416,-0.00908225,13.0966,-0.183925,-3.71676,14.5385,42.0008,25.6651,7.90308,-0.0276222,0.342639934,0.764881031,0.807565502
92,1.757580104,23.6431,1.45051,2.18369,0.00187782,15.1053,-0.291847,-3.82944,13.2829,40.2284,24.7248,7.37451,-0.543517,0.322868523,0.740707755,0.781142595
93,1.894033081,21.1028,1.27282,2.00524,0.0105919,16.3777,-0.355355,-3.85189,11.9627,38.4232,23.7012,6.79709,-1.01964,0.305569645,0.713767753,0.752936462
94,2.140365821,18.1488,1.08695,1.79957,0.0163111,16.7273,-0.385486,-3.79763,10.5282,36.6073,22.6205,6.17911,-1.44587,0.289261319,0.683549841,0.724476582
95,2.657428038,14.8241,0.894961,1.56781,0.0200572,16.0327,-0.386685,-3.61168,9.0322,34.8063,21.5177,5.52997,-1.81345,0.275924265,0.65196174,0.696833941
96,4.215564488,11.2035,0.700697,1.30767,0.0207148,14.2453,-0.365013,-3.25496,7.49654,33.0499,20.4342,4.86006,-2.11546,0.268148006,0.618924403,0.668066065
97,76.60462807,7.36554,2.70793,0.354231,0.0732913,-2.06813,-0.413115,-0.165287,3.41328,37.9116,-2.373,32.6552,4.62378,0.990977515,0.976894281,0.953449453
98,5.872333922,9.59981,2.89145,0.823945,0.130439,-5.53798,-0.636886,-1.18289,5.99028,38.49,-2.19332,32.5077,4.69295,0.992675935,0.982506965,0.961827079
99,4.131894486,12.0305,3.05999,1.18023,0.176611,-8.14049,-1.2351,-1.70092,8.15714,39.2502,-1.70672,32.388,4.74232,0.99159729,0.987600703,0.969752855
100,4.231223105,19.1574,3.71238,2.95351,0.550515,30.321,-1.4359,-6.80002,15.9202,34.1343,-2.5882,29.34,-2.10186,0.927593666,0.924057457,0.947244052
101,5.265239223,15.6339,3.52353,2.61526,0.485988,30.4127,-1.21452,-6.46465,14.061,32.11,-4.09459,28.8558,-2.39454,0.929762877,0.912509636,0.930806769
102,8.458297504,11.6349,3.3128,2.21733,0.40331,28.4766,-0.892713,-5.82783,12.023,30.028,-5.67848,28.3642,-2.65827,0.93190229,0.900261489,0.913368723
103,2.679009441,36.5512,2.24121,3.63837,-0.103504,7.30357,1.13471,-6.20313,20.0689,40.1016,17.259,22.279,-3.08228,0.812815244,0.914709872,0.923665899
104,2.788940633,34.1434,1.83613,3.50648,-0.0715907,15.8638,1.00307,-6.42073,18.5942,35.9881,15.8899,21.3312,-4.7002,0.846834886,0.882487564,0.89976499
105,3.000916482,30.1794,1.52397,3.26207,-0.0373752,24.1874,0.759213,-6.51771,16.64,31.1717,14.7998,20.2783,-6.26747,0.876144218,0.845015276,0.874766055
106,3.458295547,24.4522,1.30572,2.87611,-0.00816692,28.9747,0.431982,-6.36514,14.1019,25.9914,14.0769,19.2335,-7.70255,0.902444557,0.80467535,0.847823451
107,4.748296326,17.1503,1.15134,2.32661,0.00306829,27.3716,0.0453592,-5.68341,11.0851,20.9658,13.6808,18.3053,-8.94059,0.929238611,0.760149779,0.820212198
108,17.48017672,9.08026,1.02685,1.59781,-0.0183694,19.0449,-0.305891,-4.2585,7.78125,16.681,13.5452,17.5753,-9.93306,0.951829415,0.705813582,0.791198094
109,2.793221212,35.8605,6.58966,4.21561,-0.10229,4.64935,1.06324,-4.39257,23.2534,23.0072,-4.59128,26.0449,3.6591,0.925307851,0.680579993,0.995334827
110,3.065081266,33.1997,6.12726,4.23565,-0.0991636,10.2143,0.963892,-5.16901,22.3282,20.9693,-6.89939,25.7453,2.69799,0.892808551,0.667675695,0.999629324
111,3.477278375,29.1683,5.56517,4.11646,-0.0971253,16.9042,0.738163,-5.88897,20.6759,18.552,-9.92337,25.2697,1.6085,0.853454754,0.652766342,0.99988646
112,4.19524118,23.7932,4.95074,3.81767,-0.0854241,23.2383,0.488621,-6.3621,18.4103,15.7653,-13.4487,24.7153,0.378231,0.8102034,0.63681329,0.998767753
113,5.927705696,17.2322,4.33233,3.32391,-0.0639409,26.6929,0.222387,-6.52804,15.5356,12.7977,-17.0261,24.1828,-0.978413,0.761914936,0.620437703,0.995919226
114,17.7050681,9.88149,3.75843,2.65253,-0.0388744,24.9804,-0.0417697,-6.15412,12.1292,9.99135,-20.0761,23.7567,-2.41246,0.708569716,0.596530155,0.98884633
115,3.09333357,28.9112,13.3034,3.76146,-0.0373612,24.2558,-0.0304869,-7.09368,16.758,37.2963,13.2043,23.4001,-1.39059,0.809673739,0.802957945,0.926045445
116,3.348682619,25.6434,12.7504,3.49656,-0.0655772,25.6911,-0.0748168,-7.09268,15.2928,35.8212,12.3084,23.2684,-2.00108,0.811219111,0.787168914,0.915531504
117,3.721332303,22.0843,12.181,3.17121,-0.0946505,25.959,-0.125613,-6.8903,13.6549,34.2263,11.3106,23.1314,-2.59197,0.815508601,0.77088549,0.904241749
118,4.351537338,18.2883,11.6001,2.79298,-0.121011,24.8733,-0.201107,-6.44876,11.9026,32.5363,10.2404,22.989,-3.15855,0.821848958,0.753976185,0.89195248
119,5.692248849,14.3304,11.0112,2.37035,-0.148123,22.3829,-0.302407,-5.78708,10.0527,30.7863,9.13558,22.841,-3.69641,0.830059648,0.735357541,0.878535188
120,10.71507564,10.3069,10.4193,1.93793,-0.163492,18.8612,-0.377936,-5.01284,8.18366,29.0206,8.04099,22.6872,-4.20088,0.838811941,0.714198557,0.86330925
121,6.544713869,24.4137,5.73303,3.00723,-0.170002,19.7617,0.396674,-5.11229,13.6405,18.6954,-0.567158,27.1289,-1.35673,0.61463724,0.937300024,0.897439591
122,7.188149114,21.589,5.66817,2.78522,-0.167305,20.2417,0.21635,-4.97741,12.2136,17.1432,-1.70737,26.9857,-1.55464,0.601302842,0.926554306,0.881062392
123,8.267885536,18.4786,5.58015,2.53366,-0.16073,19.9271,0.0927036,-4.77395,10.7663,15.647,-2.87116,26.8279,-1.74137,0.589924038,0.909845671,0.860029585
124,10.42518297,15.1463,5.46952,2.26881,-0.153894,18.8996,0.00894464,-4.54816,9.33595,14.2208,-4.03555,26.6598,-1.91297,0.576625116,0.889226857,0.836463424
125,16.24054118,11.6709,5.33972,1.99403,-0.146251,17.1954,-0.0205909,-4.23303,7.99905,12.8786,-5.17444,26.4855,-2.06545,0.564456979,0.867053945,0.811642885
126,70.97036035,8.14197,5.19696,1.71462,-0.137725,14.9699,-0.0261379,-3.82423,6.79894,11.6344,-6.25956,26.3093,-2.19494,0.556754336,0.842641302,0.785747164
